epoch,train_loss,val_loss,val_f1,val_precision,val_recall,val_threshold,candidate
19,0.36672768493493396,0.31575465202331543,0.8036529680365296,0.6929133858267716,0.9565217391304348,0.845,FTTransformer|Weighted BCE
20,0.3447199584472747,0.30091431736946106,0.8054298642533937,0.689922480620155,0.967391304347826,0.7849999999999999,FTTransformer|Weighted BCE
21,0.34280991838091895,0.30083839893341063,0.8054298642533937,0.689922480620155,0.967391304347826,0.83,FTTransformer|Weighted BCE
22,0.3423885405063629,0.3092316508293152,0.8037383177570093,0.7049180327868853,0.9347826086956522,0.8649999999999999,FTTransformer|Weighted BCE
23,0.3408614382857368,0.3189523458480835,0.8054298642533937,0.689922480620155,0.967391304347826,0.83,FTTransformer|Weighted BCE
24,0.33372220680827186,0.3071943998336792,0.8054298642533937,0.689922480620155,0.967391304347826,0.83,FTTransformer|Weighted BCE
25,0.3493121202502932,0.3038374960422516,0.8108108108108109,0.6923076923076923,0.9782608695652174,0.825,FTTransformer|Weighted BCE
26,0.3356571587778273,0.3024691104888916,0.8108108108108109,0.6923076923076923,0.9782608695652174,0.83,FTTransformer|Weighted BCE
27,0.3315684830858594,0.29033728539943693,0.8108108108108109,0.6923076923076923,0.9782608695652174,0.83,FTTransformer|Weighted BCE
28,0.3611878050225122,0.29659186601638793,0.8071748878923767,0.6870229007633588,0.9782608695652174,0.8599999999999999,FTTransformer|Weighted BCE
29,0.3276903863464083,0.2874974250793457,0.8071748878923767,0.6870229007633588,0.9782608695652174,0.835,FTTransformer|Weighted BCE
30,0.3201021466936384,0.2919155389070511,0.8071748878923767,0.6870229007633588,0.9782608695652174,0.84,FTTransformer|Weighted BCE
31,0.3312180879570189,0.2907339930534363,0.8018018018018018,0.6846153846153846,0.967391304347826,0.83,FTTransformer|Weighted BCE
32,0.3340775136436735,0.3080869674682617,0.8108108108108109,0.6923076923076923,0.9782608695652174,0.8599999999999999,FTTransformer|Weighted BCE
33,0.31044370290778933,0.2817830115556717,0.8071748878923767,0.6870229007633588,0.9782608695652174,0.84,FTTransformer|Weighted BCE
34,0.32436285487243105,0.28728620111942293,0.8144796380090498,0.6976744186046512,0.9782608695652174,0.8599999999999999,FTTransformer|Weighted BCE
35,0.29382761745225816,0.2917852163314819,0.8035714285714286,0.6818181818181818,0.9782608695652174,0.825,FTTransformer|Weighted BCE
36,0.2900477796792984,0.34365586638450624,0.8090909090909091,0.6953125,0.967391304347826,0.8899999999999999,FTTransformer|Weighted BCE
37,0.32506577173868817,0.28947907984256743,0.8054298642533937,0.689922480620155,0.967391304347826,0.8799999999999999,FTTransformer|Weighted BCE
38,0.32631185225078035,0.293755841255188,0.8108108108108109,0.6923076923076923,0.9782608695652174,0.825,FTTransformer|Weighted BCE
39,0.3058982690175374,0.27493640780448914,0.8108108108108109,0.6923076923076923,0.9782608695652174,0.83,FTTransformer|Weighted BCE
40,0.2834867991152264,0.2649257659912109,0.8181818181818182,0.703125,0.9782608695652174,0.8599999999999999,FTTransformer|Weighted BCE
41,0.31997023948601316,0.28152704834938047,0.8053097345132744,0.6791044776119403,0.9891304347826086,0.83,FTTransformer|Weighted BCE
42,0.29865021790776936,0.2829047828912735,0.8125,0.6893939393939394,0.9891304347826086,0.845,FTTransformer|Weighted BCE
43,0.31200035980769564,0.28071580827236176,0.8088888888888889,0.6842105263157895,0.9891304347826086,0.83,FTTransformer|Weighted BCE
44,0.32364443725063685,0.2749126225709915,0.8088888888888889,0.6842105263157895,0.9891304347826086,0.82,FTTransformer|Weighted BCE
45,0.304537167151769,0.29640981256961824,0.8125,0.6893939393939394,0.9891304347826086,0.8699999999999999,FTTransformer|Weighted BCE
46,0.3005995952657291,0.3085611522197723,0.8071748878923767,0.6870229007633588,0.9782608695652174,0.8849999999999999,FTTransformer|Weighted BCE
47,0.32482410470644635,0.3131541281938553,0.8144796380090498,0.6976744186046512,0.9782608695652174,0.8949999999999999,FTTransformer|Weighted BCE
48,0.3166243519101824,0.2841736376285553,0.8181818181818182,0.703125,0.9782608695652174,0.8899999999999999,FTTransformer|Weighted BCE
49,0.30254179523104713,0.32220321893692017,0.8071748878923767,0.6870229007633588,0.9782608695652174,0.8999999999999999,FTTransformer|Weighted BCE
50,0.3062143723169963,0.2708302319049835,0.8144796380090498,0.6976744186046512,0.9782608695652174,0.8849999999999999,FTTransformer|Weighted BCE
51,0.2919823442186628,0.27331418395042417,0.8141592920353983,0.6865671641791045,1.0,0.83,FTTransformer|Weighted BCE
52,0.3035880845217478,0.27848955392837527,0.8141592920353983,0.6865671641791045,1.0,0.83,FTTransformer|Weighted BCE
